project_id,category,goal_usd,backers_count,duration_days
951,Games,19778.11,23,34
952,Technology,4541.7,113,22
953,Food,332.89,105,25
954,Publishing,1203.13,88,27
955,Food,2694.07,19,31
956,Games,4697.44,158,36
957,Music,7490.53,250,27
958,Games,2764.39,60,35
959,Art,6290.38,83,37
960,Publishing,7900.13,55,28
961,Publishing,2008.21,26,20
962,Food,19480.92,26,21
963,Technology,5344.21,30,35
964,Film & Video,10743.08,16,26
965,Music,4158.95,185,16
966,Food,6866.29,156,35
967,Art,7460.22,49,31
968,Publishing,12043.35,36,19
969,Publishing,914.65,223,39
970,Music,4185.43,20,37
971,Food,2896.39,64,31
972,Art,12930.09,4,20
973,Publishing,655.19,16,19
974,Technology,20348.93,74,28
975,Technology,10515.29,86,16
976,Film & Video,483.47,69,33
977,Art,3476.21,162,19
978,Food,6421.44,401,31
979,Food,6799.95,115,28
980,Food,11948.66,50,36
981,Games,8143.83,143,22
982,Music,1962.06,10,32
983,Technology,3550.11,91,19
984,Technology,6149.72,58,36
985,Technology,845.03,15,29
986,Technology,1178.3,288,34
987,Art,3379.67,33,19
988,Film & Video,1870.86,76,34
989,Publishing,10022.81,168,32
990,Food,4512.8,56,33
991,Technology,2243.66,9,33
992,Food,9546.85,136,28
993,Film & Video,8270.66,34,40
994,Art,32149.7,326,29
995,Games,9496.65,172,24
996,Food,2776.07,153,30
997,Publishing,781.96,35,22
998,Games,9282.98,113,26
999,Publishing,408.09,343,29
1000,Food,2256.0,59,27
